candidate_id,normal_process_accuracy,shift_process_accuracy,sensor_normal_accuracy,corrupted_sensor_inversion_accuracy,latent_process_accuracy,hypothesis,budget,threshold,episodes,map_accuracy,map_accuracy_ci_lower,map_accuracy_ci_upper,success_at_threshold,success_ci_lower,success_ci_upper,mean_experiments,median_experiments,stddev_experiments,mean_true_posterior,median_true_posterior,p10_true_posterior,p25_true_posterior,p75_true_posterior,p90_true_posterior,threshold_reached_fraction,budget_exhausted_fraction
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,2,0.8,1000,0.76,0.7325666107750539,0.7854434748124575,0.76,0.7325666107750539,0.7854434748124575,2,2.0,0.0,0.6787100902090458,0.8287313582827511,0.12757146115250118,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.766,0.234
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,2,0.9,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.11849145379360697,0.14210106927989954,0.01633436507617478,0.14210106927989954,0.14210106927989954,0.14210106927989954,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,2,0.9,1000,0.858,0.8349940829788968,0.8782659579454458,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.645448744651026,0.7836532613653642,0.13490975599951766,0.7836532613653642,0.7836532613653642,0.7836532613653642,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,2,0.9,1000,0.787,0.7605503974702781,0.8112530431590133,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.6933194274877885,0.8323062629251259,0.08626083320662917,0.8323062629251259,0.8323062629251259,0.8323062629251259,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,2,0.9,1000,0.76,0.7325666107750539,0.7854434748124575,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.6787100902090458,0.8287313582827511,0.12757146115250118,0.8287313582827511,0.8287313582827511,0.8287313582827511,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,2,0.95,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.11849145379360697,0.14210106927989954,0.01633436507617478,0.14210106927989954,0.14210106927989954,0.14210106927989954,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,2,0.95,1000,0.858,0.8349940829788968,0.8782659579454458,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.645448744651026,0.7836532613653642,0.13490975599951766,0.7836532613653642,0.7836532613653642,0.7836532613653642,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,2,0.95,1000,0.787,0.7605503974702781,0.8112530431590133,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.6933194274877885,0.8323062629251259,0.08626083320662917,0.8323062629251259,0.8323062629251259,0.8323062629251259,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,2,0.95,1000,0.76,0.7325666107750539,0.7854434748124575,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.6787100902090458,0.8287313582827511,0.12757146115250118,0.8287313582827511,0.8287313582827511,0.8287313582827511,0,1
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,3,0.8,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2.119,2.0,0.3237885112229895,0.1237176402916171,0.14210106927989954,0.01633436507617478,0.14210106927989954,0.14210106927989954,0.14210106927989954,0.883,0.117
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,3,0.8,1000,0.777,0.7501681060278989,0.8017118697711036,0.69,0.6606534768407168,0.7178923549347722,2.858,3.0,0.34905013966477655,0.7491737500893226,0.9676550938319688,0.13490975599951766,0.4683501025691121,0.9676550938319688,0.9676550938319688,0.832,0.168
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,3,0.8,1000,0.871,0.8487959904982232,0.890364554705495,0.787,0.7605503974702781,0.8112530431590133,2.192,2.0,0.3938730760029175,0.7385318607918582,0.8323062629251259,0.2771623635164513,0.8323062629251259,0.8323062629251259,0.8323062629251259,0.819,0.181
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,3,0.8,1000,0.88,0.8583909241522872,0.8987007393986909,0.76,0.7325666107750539,0.7854434748124575,2.234,2.0,0.42337217669563504,0.7211322257609573,0.8287313582827511,0.4098964312758006,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.782,0.218
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,3,0.9,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,3,3.0,0.0,0.3031203517562162,0.4290696381161609,0.01853177788317706,0.11983724857976356,0.4290696381161609,0.4290696381161609,0.202,0.798
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,3,0.9,1000,0.897,0.8766163637675564,0.9143451899949129,0.69,0.6606534768407168,0.7178923549347722,3,3.0,0.0,0.7986819166319322,0.9676550938319688,0.3048621119226165,0.5629411296589867,0.9676550938319688,0.9676550938319688,0.711,0.289
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,3,0.9,1000,0.871,0.8487959904982232,0.890364554705495,0.647,0.6168686714441486,0.6760062615610983,3,3.0,0.0,0.7746171783730628,0.9542906546822937,0.2771623635164513,0.5260023138367552,0.9542906546822937,0.9542906546822937,0.678,0.322
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,3,0.9,1000,0.797,0.7709550842197117,0.8207718212398687,0.677,0.6473872202713616,0.705258107224752,3,3.0,0.0,0.7627303346253177,0.9402180853004488,0.4098964312758006,0.4683501025691121,0.9402180853004488,0.9402180853004488,0.693,0.307
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,3,0.95,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,3,3.0,0.0,0.3031203517562162,0.4290696381161609,0.01853177788317706,0.11983724857976356,0.4290696381161609,0.4290696381161609,0.118,0.882
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,3,0.95,1000,0.897,0.8766163637675564,0.9143451899949129,0.69,0.6606534768407168,0.7178923549347722,3,3.0,0.0,0.7986819166319322,0.9676550938319688,0.3048621119226165,0.5629411296589867,0.9676550938319688,0.9676550938319688,0.695,0.305
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,3,0.95,1000,0.871,0.8487959904982232,0.890364554705495,0.647,0.6168686714441486,0.6760062615610983,3,3.0,0.0,0.7746171783730628,0.9542906546822937,0.2771623635164513,0.5260023138367552,0.9542906546822937,0.9542906546822937,0.658,0.342
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,3,0.95,1000,0.797,0.7709550842197117,0.8207718212398687,0.0,2.168404344971009e-19,0.0038267584855551234,3,3.0,0.0,0.7627303346253177,0.9402180853004488,0.4098964312758006,0.4683501025691121,0.9402180853004488,0.9402180853004488,0.016,0.984
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,5,0.8,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2.266,2.0,0.7411099783432955,0.1252201411424186,0.14210106927989954,0.01633436507617478,0.14210106927989954,0.14210106927989954,0.14210106927989954,0.984,0.016
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,5,0.8,1000,0.817,0.7918366762890631,0.839737158831095,0.807,0.781383383844143,0.8302669864457263,3.175,3.0,0.8522763636286061,0.8114509357692917,0.9676550938319688,0.13490975599951766,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.97,0.03
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,5,0.8,1000,0.933,0.9157879467581331,0.9468980803933762,0.861,0.8381734694242182,0.8810636109492109,2.477,2.0,1.013642441889644,0.7746214030265994,0.8323062629251259,0.7157450500678579,0.8323062629251259,0.8323062629251259,0.8323062629251259,0.909,0.091
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,5,0.8,1000,0.945,0.9290916123226243,0.9575025726252315,0.922,0.9037173834289277,0.9370528324092638,2.598,2.0,1.1226735945946178,0.7837917787295711,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.949,0.051
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,5,0.9,1000,0.493,0.46209940740448396,0.5239541672143138,0.493,0.46209940740448396,0.5239541672143138,4.596,5.0,0.8029844332239573,0.5541586459687023,0.4290696381161609,0.01853177788317706,0.02781691973791338,0.935670669208673,0.935670669208673,0.741,0.259
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,5,0.9,1000,0.947,0.9313253831625082,0.9592534947514054,0.91,0.8906582073569279,0.926203850684917,3.475,3.0,0.7882734297183941,0.900365205903037,0.9676550938319688,0.9140753345631457,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.941,0.059
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,5,0.9,1000,0.93,0.9124853518487167,0.9442236358537061,0.816,0.7907901792135869,0.8387913094235423,3.644,3.0,0.9344859549506349,0.8606967031496132,0.9542906546822937,0.5763456240587699,0.9542906546822937,0.9542906546822937,0.9623973145207595,0.856,0.144
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,5,0.9,1000,0.924,0.9059043568759517,0.9388505519282977,0.811,0.7855616182967687,0.8340581379252162,3.608,3.0,0.9166984236923286,0.864083187793285,0.9402180853004488,0.8504161618094119,0.9402180853004488,0.9402180853004488,0.9402180853004488,0.841,0.159
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,5,0.95,1000,0.493,0.46209940740448396,0.5239541672143138,0.0,2.168404344971009e-19,0.0038267584855551234,4.696,5.0,0.6690171896147363,0.5541899472149102,0.4290696381161609,0.019173680700806828,0.02781691973791338,0.935670669208673,0.935670669208673,0.211,0.789
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,5,0.95,1000,0.947,0.9313253831625082,0.9592534947514054,0.901,0.8809263810632503,0.9180045586313347,3.609,3.0,0.9198472699312642,0.9082341903847528,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.908,0.092
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,5,0.95,1000,0.93,0.9124853518487167,0.9442236358537061,0.816,0.7907901792135869,0.8387913094235423,3.682,3.0,0.9470353742073208,0.8639634477544794,0.9542906546822937,0.5763456240587699,0.9542906546822937,0.9542906546822937,0.9623973145207595,0.831,0.169
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,5,0.95,1000,0.924,0.9059043568759517,0.9388505519282977,0.564,0.5330781384432806,0.5944320364705682,4.404,4.0,0.5222872772718095,0.8762314232323883,0.9727853134393477,0.418689719112161,0.9354171626624176,0.9727853134393477,0.9727853134393477,0.585,0.415
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,8,0.8,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2.288,2.0,0.8384843469021948,0.12547383349886956,0.14210106927989954,0.01633436507617478,0.14210106927989954,0.14210106927989954,0.14210106927989954,1,0
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,8,0.8,1000,0.83,0.805465935038086,0.8520084043614475,0.828,0.8033660485432,0.8501235978902758,3.236,3.0,1.0384141755580958,0.8245675534632918,0.9676550938319688,0.13490975599951766,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.997,0.003
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,8,0.8,1000,0.94,0.9235289252086434,0.953103527324068,0.939,0.9224198811757163,0.9522202248739662,2.63,2.0,1.4529624909129624,0.7882138767409594,0.8323062629251259,0.8323062629251259,0.8323062629251259,0.8323062629251259,0.8323062629251259,0.991,0.009
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,8,0.8,1000,0.966,0.9528648097546889,0.9755686513367737,0.96,0.945990355878742,0.9704890263145473,2.697,2.0,1.393266306202802,0.802824603430688,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.8287313582827511,0.8504161618094119,0.992,0.008
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,8,0.9,1000,0.704,0.6749696568758727,0.7314690256620207,0.646,0.6158536169290485,0.6750289695931695,5.218,5.0,1.5311681814875857,0.6501182091944714,0.935670669208673,0.01853177788317706,0.02781691973791338,0.935670669208673,0.935670669208673,0.929,0.071
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,8,0.9,1000,0.96,0.945990355878742,0.9704890263145473,0.958,0.9437155747733968,0.9687791144538346,3.586,3.0,1.0911480192897753,0.9227136664731916,0.9676550938319688,0.9140753345631457,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.993,0.007
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,8,0.9,1000,0.948,0.93244426068072,0.9601269637162226,0.902,0.882005297700964,0.9189179884766496,3.989,3.0,1.5971471441291814,0.9025803243256203,0.9542906546822937,0.9418903273332466,0.9542906546822937,0.9542906546822937,0.9623973145207595,0.945,0.055
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,8,0.9,1000,0.954,0.9391877960583809,0.9653375072367351,0.945,0.9290916123226243,0.9575025726252315,3.902,3.0,1.4994652380098714,0.8992386967640891,0.9402180853004488,0.9402180853004488,0.9402180853004488,0.9402180853004488,0.944813441022313,0.982,0.018
v1_baseline,0.9,0.9,0.95,0.9,0.9,NO_STRUCTURAL_CHANGE,8,0.95,1000,0.703,0.6739460359438715,0.730500300110993,0.616,0.5854663334716732,0.645645858559678,6.079,6.0,1.5914644199604338,0.6712364773393172,0.9840297551879416,0.019173680700806828,0.02781691973791338,0.9864948151458974,0.9864948151458974,0.887,0.113
v1_baseline,0.9,0.9,0.95,0.9,0.9,WORLD_SHIFT,8,0.95,1000,0.98,0.9693099947702822,0.987016317083585,0.96,0.945990355878742,0.9704890263145473,3.824,3.0,1.3867314087450389,0.9493587776921747,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.9676550938319688,0.9887467022790353,0.969,0.031
v1_baseline,0.9,0.9,0.95,0.9,0.9,SENSOR_CORRUPTION,8,0.95,1000,0.965,0.9517133776255466,0.9747277369828871,0.892,0.8712410199098767,0.9097588014374481,4.146,3.0,1.792396161566968,0.914358787469397,0.9542906546822937,0.8655389309173199,0.9542906546822937,0.9542906546822937,0.9623973145207595,0.911,0.089
v1_baseline,0.9,0.9,0.95,0.9,0.9,MISSING_LATENT_VARIABLE,8,0.95,1000,0.957,0.942580996155916,0.9679213465882865,0.902,0.882005297700964,0.9189179884766496,5.086,4.0,1.4500358616254978,0.9265751432112607,0.9727853134393477,0.9508251419037226,0.9717053316859664,0.9727853134393477,0.9727853134393477,0.924,0.076
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,NO_STRUCTURAL_CHANGE,1,0.8,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.11076554517298885,0.1240858505564388,0.009255631733594515,0.1240858505564388,0.1240858505564388,0.1240858505564388,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,WORLD_SHIFT,1,0.8,1000,0.896,0.8755402353777084,0.9134289719017319,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.4303495123861547,0.4695886385896181,0.09228934817170109,0.4695886385896181,0.4695886385896181,0.4695886385896181,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,SENSOR_CORRUPTION,1,0.8,1000,0.884,0.8626667265227275,0.9023943229603661,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.6171223231066523,0.6913354531001591,0.05156709108716945,0.6913354531001591,0.6913354531001591,0.6913354531001592,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,MISSING_LATENT_VARIABLE,1,0.8,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.4303495123861547,0.4695886385896181,0.09228934817170109,0.4695886385896181,0.4695886385896181,0.4695886385896181,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,NO_STRUCTURAL_CHANGE,1,0.9,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.11076554517298885,0.1240858505564388,0.009255631733594515,0.1240858505564388,0.1240858505564388,0.1240858505564388,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,WORLD_SHIFT,1,0.9,1000,0.896,0.8755402353777084,0.9134289719017319,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.4303495123861547,0.4695886385896181,0.09228934817170109,0.4695886385896181,0.4695886385896181,0.4695886385896181,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,SENSOR_CORRUPTION,1,0.9,1000,0.884,0.8626667265227275,0.9023943229603661,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.6171223231066523,0.6913354531001591,0.05156709108716945,0.6913354531001591,0.6913354531001591,0.6913354531001592,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,MISSING_LATENT_VARIABLE,1,0.9,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.4303495123861547,0.4695886385896181,0.09228934817170109,0.4695886385896181,0.4695886385896181,0.4695886385896181,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,NO_STRUCTURAL_CHANGE,1,0.95,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.11076554517298885,0.1240858505564388,0.009255631733594515,0.1240858505564388,0.1240858505564388,0.1240858505564388,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,WORLD_SHIFT,1,0.95,1000,0.896,0.8755402353777084,0.9134289719017319,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.4303495123861547,0.4695886385896181,0.09228934817170109,0.4695886385896181,0.4695886385896181,0.4695886385896181,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,SENSOR_CORRUPTION,1,0.95,1000,0.884,0.8626667265227275,0.9023943229603661,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.6171223231066523,0.6913354531001591,0.05156709108716945,0.6913354531001591,0.6913354531001591,0.6913354531001592,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,MISSING_LATENT_VARIABLE,1,0.95,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,1,1.0,0.0,0.4303495123861547,0.4695886385896181,0.09228934817170109,0.4695886385896181,0.4695886385896181,0.4695886385896181,0,1
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,NO_STRUCTURAL_CHANGE,2,0.8,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.12329632562982781,0.14811456590594613,0.01628135267248978,0.14811456590594613,0.14811456590594613,0.14811456590594613,0.881,0.119
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,WORLD_SHIFT,2,0.8,1000,0.858,0.8349940829788968,0.8782659579454458,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.6507993483624227,0.790140656139813,0.13447191281352674,0.790140656139813,0.790140656139813,0.790140656139813,0.142,0.858
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,SENSOR_CORRUPTION,2,0.8,1000,0.787,0.7605503974702781,0.8112530431590133,0.787,0.7605503974702781,0.8112530431590133,2,2.0,0.0,0.6858961448351912,0.8252097243331286,0.07869653533650162,0.8252097243331286,0.8252097243331286,0.8252097243331284,0.811,0.189
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,MISSING_LATENT_VARIABLE,2,0.8,1000,0.76,0.7325666107750539,0.7854434748124575,0.76,0.7325666107750539,0.7854434748124575,2,2.0,0.0,0.6772893462797577,0.8260417501402355,0.12862754867392306,0.8260417501402355,0.8260417501402355,0.8260417501402355,0.766,0.234
n0.90_w0.90_h0.95_c0.85_l0.90,0.9,0.9,0.95,0.85,0.9,NO_STRUCTURAL_CHANGE,2,0.9,1000,0.0,2.168404344971009e-19,0.0038267584855551234,0.0,2.168404344971009e-19,0.0038267584855551234,2,2.0,0.0,0.12329632562982781,0.14811456590594613,0.01628135267248978,0.14811456590594613,0.14811456590594613,0.14811456590594613,0,1
